DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-02-28 05:58:50,500,982,0,1011.76,64.835,491,82.38,40448.5,0,0,0.21,12.887
2025-02-28 05:58:52,500,987,0,1011.959,65.57,493.5,82.426,40677,0,0,0.19,13.342
2025-02-28 05:58:54,500,673,308,1010.458,63.9,336.5,82.519,27767.5,0,0,0.193,11.801
2025-02-28 05:58:56,500,80,913,1005.163,67.484,40,82.55,3302,0,0,0.212,69.375
2025-02-28 05:58:58,500,992,0,1011.234,66.139,496,82.551,40945.5,0,0,0.175,9.875
2025-02-28 05:59:00,500,426,563,1012.913,69.747,213,82.446,17561,0,0,0.169,9.946
2025-02-28 05:59:02,500,675,479,1009.212,65.467,337.5,82.591,27874.5,0,0,0.145,15.796
2025-02-28 05:59:04,500,1102,758,1008.819,64.519,551,82.554,45487.5,0,0,0.184,2.5
2025-02-28 05:59:06,500,983,20,1007.276,65.574,491.5,82.609,40602.5,0,0,0.163,10.129
2025-02-28 05:59:08,500,976,10,1008.365,68.441,488,82.649,40332.5,0,0,0.183,8.015
2025-02-28 05:59:10,500,492,513,1006.309,66.7,246,82.701,20344.5,0,0,0.14,11.681
2025-02-28 05:59:12,500,992,0,1007.9,61.52,496,82.491,40915.5,0,0,0.167,7.509
2025-02-28 05:59:14,500,857,126,1006.84,67.41,428.5,82.519,35359.5,0,0,0.186,8.733
2025-02-28 05:59:16,500,884,103,1008.403,64.366,442,82.595,36507,0,0,0.162,9.65
2025-02-28 05:59:18,500,988,0,1012.214,66.504,494,82.653,40830.5,0,0,0.165,8.148
2025-02-28 05:59:20,500,952,34,1009.587,66.983,476,82.497,39268.5,0,0,0.176,9.851
2025-02-28 05:59:22,500,997,0,1012.382,65.224,498.5,82.465,41109,0,0,0.179,10.655
2025-02-28 05:59:24,500,980,0,1012.423,67.109,490,82.49,40420,0,0,0.185,10.838
2025-02-28 05:59:26,500,972,32,1009.112,65.242,486,82.463,40077,0,0,0.174,11.53
2025-02-28 05:59:28,500,981,0,1009.807,67.267,490.5,82.535,40483.5,0,0,0.183,9.688
2025-02-28 05:59:30,500,941,41,1009.559,68.821,470.5,82.554,38841.5,0,0,0.169,9.356
2025-02-28 05:59:32,500,995,0,1006.643,64.744,497.5,82.535,41061,0,0,0.163,8.78
2025-02-28 05:59:34,500,1607,120,1016.795,71.585,803.5,82.393,66203,0,0,-0.859,13.426
2025-02-28 05:59:36,500,989,0,1012.355,67.098,494.5,82.38,40737,0,0,0.16,11.639
2025-02-28 05:59:38,500,1018,0,1019.145,67.272,509,82.362,41922.5,0,0,0.156,13.144
2025-02-28 05:59:40,500,995,0,1007.833,65.797,497.5,82.556,41071.5,0,0,0.189,9.599
2025-02-28 05:59:42,500,987,0,1012.435,66.274,493.5,82.472,40700,0,0,0.193,10.511
2025-02-28 05:59:44,500,995,0,1009.636,64.256,497.5,82.59,41088.5,0,0,0.177,8.214
2025-02-28 05:59:46,500,1000,0,1007.596,64.296,500,82.623,41311.5,0,0,0.167,8.248
2025-02-28 05:59:48,500,987,0,1013.406,67.128,493.5,82.455,40691.5,0,0,0.182,10.88
2025-02-28 05:59:50,500,994,0,1006.869,66.408,497,82.575,41040,0,0,0.163,7.861
2025-02-28 05:59:52,500,984,0,1012.533,66.721,492,82.516,40598,0,0,0.175,11.461
2025-02-28 05:59:54,500,987,0,1010.663,68.997,493.5,82.361,40645,0,0,0.184,13.406
2025-02-28 05:59:56,500,996,0,1007.498,62.782,498,82.601,41135.5,0,0,0.156,7.291
2025-02-28 05:59:58,500,130,856,1015.654,60.348,65,82.631,5371,0,0,0.115,8.408
2025-02-28 06:00:00,500,644,355,1007.351,68.789,322,82.505,26566.5,0,0,0.151,16.947
2025-02-28 06:00:02,500,847,148,1003.749,67.137,423.5,82.499,34938.5,0,0,0.152,7.908
2025-02-28 06:00:04,500,92,846,1021.587,63.4,46,82.38,3789.5,0,0,0.239,22.576
2025-02-28 06:00:06,500,1644,98,1011.443,65.774,822,82.465,67786.5,0,0,0.175,10.286
2025-02-28 06:00:08,500,264,733,1008.265,67.186,132,82.602,10903.5,0,0,0.152,20.049
2025-02-28 06:00:10,500,982,0,1012.172,64.211,491,82.42,40468,0,0,0.168,10.625
2025-02-28 06:00:12,500,802,188,1010.157,65.043,401,82.489,33078,0,0,0.15,9.276
2025-02-28 06:00:14,500,671,323,1007.237,68.165,335.5,82.528,27688,0,0,0.168,13.501
2025-02-28 06:00:16,500,981,0,1013.328,66.11,490.5,82.446,40440,0,0,0.153,10.112
2025-02-28 06:00:18,500,765,226,1003.622,65.252,382.5,82.431,31530,0,0,0.176,10.137
2025-02-28 06:00:20,500,996,0,1007.249,65.804,498,82.49,41080,0,0,0.167,8.046
2025-02-28 06:00:22,500,995,0,1005.638,62.625,497.5,82.594,41090.5,0,0,0.137,7.627
2025-02-28 06:00:24,500,960,38,1008.441,68.537,480,82.554,39626,0,0,0.151,9.159
2025-02-28 06:00:26,500,987,0,1013.773,64.522,493.5,82.545,40736,0,0,0.183,9.533
2025-02-28 06:00:28,500,978,17,1010.982,64.533,489,82.461,40323.5,0,0,0.18,11.131
2025-02-28 06:00:30,500,971,21,1006.854,65.493,485.5,82.656,40129.5,0,0,0.164,7.422
2025-02-28 06:00:32,500,994,0,1009.491,64.106,497,82.459,40982,0,0,0.185,10.743
2025-02-28 06:00:34,500,940,53,1007.691,67.379,470,82.607,38825.5,0,0,0.168,7.973
2025-02-28 06:00:36,500,1961,54,1009.618,65.215,980.5,82.466,80857.5,0,0,0.17,9.22
2025-02-28 06:00:38,500,925,69,1008.179,64.163,462.5,82.684,38241.5,0,0,0.181,7.857
2025-02-28 06:00:40,500,999,0,1008.416,64.02,499.5,82.446,41182,0,0,0.178,10.164
2025-02-28 06:00:42,500,989,6,1008.811,64.409,494.5,82.495,40794,0,0,0.185,8.918
2025-02-28 06:00:44,500,986,0,1009.88,61.616,493,82.443,40644.5,0,0,0.171,10.356
2025-02-28 06:00:46,500,994,0,1008.881,64.558,497,82.38,40943,0,0,0.195,11.367
2025-02-28 06:00:48,500,996,2,1009.864,65.54,498,82.548,41109,0,0,0.182,7.922
2025-02-28 06:00:50,500,982,0,1011.447,65.541,491,82.455,40485.5,0,0,0.168,10.344
2025-02-28 06:00:52,500,972,2,1012.835,66.613,486,82.32,40007.5,0,0,0.173,12.179
2025-02-28 06:00:54,500,992,0,1012.537,65.684,496,82.378,40859.5,0,0,0.175,9.865
2025-02-28 06:00:56,500,988,0,1018.726,67.87,494,82.215,40614,0,0,0.187,19.05
2025-02-28 06:00:58,500,993,0,1007.496,66.158,496.5,82.538,40980,0,0,0.162,8.302
2025-02-28 06:01:00,500,659,322,1014.308,64.487,329.5,82.516,27189,0,0,0.185,9.414
2025-02-28 06:01:02,500,97,891,1008.68,60.797,48.5,82.722,4012,0,0,0.196,47.794
2025-02-28 06:01:04,500,1006,1,1014.014,65.518,503,82.493,41494,0,0,0.168,12.81
2025-02-28 06:01:06,500,671,1045,1003.519,66.011,335.5,82.568,27701.5,0,0,0.136,9.04
2025-02-28 06:01:08,500,992,0,1007.901,65.322,496,82.623,40981,0,0,0.17,7.285
2025-02-28 06:01:10,500,482,501,1008.828,67.24,241,82.629,19913.5,0,0,0.176,7.311
2025-02-28 06:01:12,500,723,274,1007.409,66.814,361.5,82.633,29872,0,0,0.166,10.752
2025-02-28 06:01:14,500,990,0,1010.252,67.107,495,82.614,40894,0,0,0.172,7.799
2025-02-28 06:01:16,500,474,519,1012.722,65.13,237,82.485,19549,0,0,0.146,12.979
2025-02-28 06:01:18,500,983,0,1007.775,63.983,491.5,82.62,40607.5,0,0,0.146,6.796
2025-02-28 06:01:20,500,993,0,1011.524,67.667,496.5,82.502,40962,0,0,0.187,8.84
2025-02-28 06:01:22,500,786,210,1006.936,65.278,393,82.637,32476.5,0,0,0.174,8.804
2025-02-28 06:01:24,500,991,0,1008.547,67.736,495.5,82.596,40926.5,0,0,0.164,8.176
2025-02-28 06:01:26,500,960,30,1013.92,63.678,480,82.525,39612,0,0,0.177,9.467
2025-02-28 06:01:28,500,993,4,1005.907,66.704,496.5,82.587,41004.5,0,0,0.169,7.915
2025-02-28 06:01:30,500,989,0,1009.577,65.757,494.5,82.47,40781.5,0,0,0.171,10.21
2025-02-28 06:01:32,500,956,31,1011.498,65.179,478,82.551,39459.5,0,0,0.162,9.343
2025-02-28 06:01:34,500,990,0,1010.911,65.205,495,82.608,40891,0,0,0.167,7.446
2025-02-28 06:01:36,500,1543,41,1012.362,67.433,771.5,82.519,63663.5,0,0,0.185,2.986
2025-02-28 06:01:38,500,1419,0,1009.43,65.904,709.5,82.499,58533,0,0,0.163,3.321
2025-02-28 06:01:40,500,873,122,1011.495,66.279,436.5,82.526,36022.5,0,0,0.164,8.869
2025-02-28 06:01:42,500,993,0,1008.896,64.406,496.5,82.508,40965,0,0,0.165,8.407
2025-02-28 06:01:44,500,983,0,1013.149,65.172,491.5,82.434,40516.5,0,0,0.194,10.209
2025-02-28 06:01:46,500,997,2,1005.711,65.189,498.5,82.592,41172,0,0,0.164,9.055
2025-02-28 06:01:48,500,981,0,1012.8,64.421,490.5,82.42,40427,0,0,0.165,12.265
2025-02-28 06:01:50,500,974,14,1009.83,69.083,487,82.449,40152.5,0,0,0.193,9.61
2025-02-28 06:01:52,500,987,0,1009.901,66.852,493.5,82.493,40710.5,0,0,0.177,8.065
2025-02-28 06:01:54,500,993,0,1017.361,69.732,496.5,82.323,40873.5,0,0,0.187,15.917
2025-02-28 06:01:56,500,986,10,1009.409,68.229,493,82.471,40658,0,0,0.174,11.956
2025-02-28 06:01:58,500,986,0,1016.985,66.915,493,82.332,40589.5,0,0,0.184,15.403
2025-02-28 06:02:00,500,985,0,1011.469,65.975,492.5,82.438,40600.5,0,0,0.202,12.198
2025-02-28 06:02:02,500,992,0,1008.726,65.562,496,82.689,41013.5,0,0,0.185,7.587
2025-02-28 06:02:04,500,150,831,1011.173,65.917,75,82.593,6194.5,0,0,0.187,8.087
2025-02-28 06:02:06,500,623,376,1006.979,64.791,311.5,82.493,25696.5,0,0,0.161,16.9
2025-02-28 06:02:08,500,880,844,1014.435,66.077,440,82.573,36332,0,0,0.188,-0.092
2025-02-28 06:02:10,500,792,198,1007.769,66.185,396,82.747,32768,0,0,0.183,12.009
2025-02-28 06:02:12,500,948,47,1007.196,65.93,474,82.708,39203.5,0,0,0.166,7.363
2025-02-28 06:02:14,500,257,734,999.49,69.365,128.5,82.693,10626,0,0,0.148,19.233
2025-02-28 06:02:16,500,1008,0,1002.656,66.654,504,82.669,41665,0,0,0.159,7.762
2025-02-28 06:02:18,500,773,221,1006.433,66.025,386.5,82.591,31921.5,0,0,0.176,7.304
2025-02-28 06:02:20,500,674,312,1007.783,66.667,337,82.562,27823.5,0,0,0.141,10.531
2025-02-28 06:02:22,500,1002,0,1006.181,63.076,501,82.721,41443,0,0,0.178,7.349
2025-02-28 06:02:24,500,778,203,1008.221,63.833,389,82.74,32186,0,0,0.201,8.185
2025-02-28 06:02:26,500,1000,0,1010.472,65.095,500,82.503,41251.5,0,0,0.157,10.179
2025-02-28 06:02:28,500,984,0,1008.824,65.25,492,82.581,40630,0,0,0.162,7.956
2025-02-28 06:02:30,500,958,35,1011.827,64.048,479,82.64,39584.5,0,0,0.169,6.981
2025-02-28 06:02:32,500,998,0,1010.751,67.125,499,82.477,41156,0,0,0.165,8.459
2025-02-28 06:02:34,500,980,17,1007.069,64.759,490,82.516,40433,0,0,0.17,8.783
2025-02-28 06:02:36,500,983,19,1006.4,67.576,491.5,82.487,40542.5,0,0,0.171,8.852
2025-02-28 06:02:38,500,1906,53,1015.493,67.164,953,82.297,78429.5,0,0,0.158,17.693
2025-02-28 06:02:40,500,977,0,1015.087,64.505,488.5,82.403,40254,0,0,0.139,12.335
2025-02-28 06:02:42,500,961,23,1012.465,65.049,480.5,82.473,39628.5,0,0,0.209,10.232
2025-02-28 06:02:44,500,906,91,1007.439,65.185,453,82.659,37444.5,0,0,0.135,7.663
2025-02-28 06:02:46,500,986,0,1015.423,66.58,493,82.385,40616,0,0,0.193,14.875
2025-02-28 06:02:48,500,993,0,1009.891,65.628,496.5,82.424,40923.5,0,0,0.178,10.012
2025-02-28 06:02:50,500,992,0,1010.57,65.944,496,82.427,40884,0,0,0.144,11.089
2025-02-28 06:02:52,500,983,0,1014.803,66.385,491.5,82.446,40522,0,0,0.171,11.76
2025-02-28 06:02:54,500,993,0,1008.9,66.389,496.5,82.527,40974.5,0,0,0.183,10.414
2025-02-28 06:02:56,500,967,0,1015.304,65.778,483.5,82.413,39846.5,0,0,0.171,14.919
2025-02-28 06:02:58,500,987,15,1016.102,69.38,493.5,82.331,40630.5,0,0,0.18,16.076
2025-02-28 06:03:00,500,981,0,1008.112,64.657,490.5,82.597,40514,0,0,0.17,7.334
2025-02-28 06:03:02,500,990,0,1009.809,66.184,495,82.48,40827.5,0,0,0.18,9.727
2025-02-28 06:03:04,500,1000,0,1009.811,65.954,500,82.488,41244,0,0,0.166,8.959
2025-02-28 06:03:06,500,690,312,1008.065,63.465,345,82.535,28474.5,0,0,0.183,9.519
2025-02-28 06:03:08,500,86,905,1010.233,59.343,43,82.756,3558.5,0,0,0.186,63.988
2025-02-28 06:03:10,500,1411,384,1010.894,66.373,705.5,82.519,58217,0,0,0.158,10.015
2025-02-28 06:03:12,500,342,649,1006.251,62.179,171,82.529,14112.5,0,0,0.158,26.535
2025-02-28 06:03:14,500,993,0,1013.449,64.998,496.5,82.64,41031,0,0,0.175,7.985
2025-02-28 06:03:16,500,428,561,1011.593,65.798,214,82.619,17680.5,0,0,0.18,8.75
2025-02-28 06:03:18,500,774,213,1008.287,64.887,387,82.57,31954.5,0,0,0.176,13.375
2025-02-28 06:03:20,500,992,0,1012.93,64.912,496,82.557,40948.5,0,0,0.163,9.147
2025-02-28 06:03:22,500,472,518,1017.246,66.98,236,82.25,19411,0,0,0.186,23.814
2025-02-28 06:03:24,500,982,0,1015.186,68.034,491,82.262,40390.5,0,0,0.166,15.938
2025-02-28 06:03:26,500,991,0,1010.406,62.944,495.5,82.615,40935.5,0,0,0.152,7.838
2025-02-28 06:03:28,500,809,186,1004.684,66.901,404.5,82.508,33374.5,0,0,0.169,10.705
2025-02-28 06:03:30,500,982,0,1018.689,65.622,491,82.133,40327.5,0,0,0.164,18.704
2025-02-28 06:03:32,500,942,43,1019.086,64.875,471,82.196,38714.5,0,0,0.143,17.087
2025-02-28 06:03:34,500,976,5,1010.92,68.788,488,82.395,40209,0,0,0.141,11.92
2025-02-28 06:03:36,500,965,0,1018.317,69.887,482.5,82.38,39748.5,0,0,0.154,17.813
2025-02-28 06:03:38,500,999,0,1013.366,70.549,499.5,82.436,41177,0,0,0.17,11.577
2025-02-28 06:03:40,500,1662,0,1022.677,69.292,831,82.206,68313,0,0,0.164,-12.184
2025-02-28 06:03:42,500,937,63,1006.228,66.261,468.5,82.544,38672,0,0,0.174,8.33
2025-02-28 06:03:44,500,999,0,1013.56,65.263,499.5,82.443,41180.5,0,0,0.179,11.724
2025-02-28 06:03:46,500,890,86,1025.157,71.388,445,82.154,36558.5,0,0,0.164,25.143
2025-02-28 06:03:48,500,983,0,1012.94,65.018,491.5,82.418,40508.5,0,0,0.186,10.009
2025-02-28 06:03:50,500,990,0,1014.392,69.591,495,82.467,40821,0,0,0.16,9.771
2025-02-28 06:03:52,500,978,0,1010.311,67.615,489,82.369,40278.5,0,0,0.167,11.963
2025-02-28 06:03:54,500,1001,0,1020.139,67.489,500.5,82.24,41161,0,0,0.18,18.417
2025-02-28 06:03:56,500,981,0,1010.368,65.741,490.5,82.454,40443.5,0,0,0.179,12.864
2025-02-28 06:03:58,500,984,0,1007.542,66.911,492,82.614,40646,0,0,0.185,9.065
2025-02-28 06:04:00,500,980,0,1013.408,65.927,490,82.432,40391.5,0,0,0.189,12.84
2025-02-28 06:04:02,500,991,7,1010.284,66.764,495.5,82.473,40865.5,0,0,0.165,8.453
2025-02-28 06:04:04,500,992,0,1009.65,66.426,496,82.447,40893.5,0,0,0.178,9.628
2025-02-28 06:04:06,500,982,0,1013.527,67.153,491,82.448,40482,0,0,0.181,12.104
2025-02-28 06:04:08,500,987,0,1012.032,68.265,493.5,82.55,40738.5,0,0,0.147,10.434
2025-02-28 06:04:10,500,741,1043,1008.955,70.41,370.5,82.583,30597,0,0,0.173,7.457
2025-02-28 06:04:12,500,1075,175,1010.167,68.175,537.5,82.508,44348,0,0,0.169,8.004
2025-02-28 06:04:14,500,153,846,1003.523,75.432,76.5,82.706,6327,0,0,0.176,6.235
2025-02-28 06:04:16,500,830,169,1012.292,66.095,415,82.567,34265.5,0,0,0.176,17.113
2025-02-28 06:04:18,500,918,72,1010.174,65.568,459,82.546,37888.5,0,0,0.148,8.252
2025-02-28 06:04:20,500,290,703,1028.028,65.535,145,81.907,11876.5,0,0,0.166,42.938
2025-02-28 06:04:22,500,972,0,1012.598,67.846,486,82.3,39998,0,0,0.151,11.607
2025-02-28 06:04:24,500,750,245,1012.912,67.638,375,82.457,30921.5,0,0,0.168,11.747
2025-02-28 06:04:26,500,700,289,1009.597,65.567,350,82.369,28829,0,0,0.166,15.539
2025-02-28 06:04:28,500,988,0,1013.344,65.58,494,82.343,40677.5,0,0,0.173,11.066
2025-02-28 06:04:30,500,799,182,1010.079,66.892,399.5,82.439,32934.5,0,0,0.179,11.335
2025-02-28 06:04:32,500,988,0,1017.101,71.315,494,82.217,40615,0,0,0.151,19.03
2025-02-28 06:04:34,500,992,0,1011.633,66.722,496,82.346,40843.5,0,0,0.185,12.956
2025-02-28 06:04:36,500,938,57,1011.499,67.177,469,82.333,38614,0,0,0.18,12.403
2025-02-28 06:04:38,500,965,0,1026.662,71.502,482.5,82.154,39639.5,0,0,0.162,26.393
2025-02-28 06:04:40,500,980,0,1025.522,69.359,490,82.159,40258,0,0,0.184,24.862
2025-02-28 06:04:42,500,1693,0,1017.365,68.213,846.5,82.292,69660,0,0,0.172,10.848
2025-02-28 06:04:44,500,951,33,1012.91,64.303,475.5,82.417,39189.5,0,0,0.159,11.672
2025-02-28 06:04:46,500,989,0,1010.484,66.144,494.5,82.384,40739,0,0,0.153,11.104
2025-02-28 06:04:48,500,988,0,1009.221,63.829,494,82.361,40686.5,0,0,0.176,10.401
2025-02-28 06:04:50,500,899,91,1010.908,67.231,449.5,82.408,37042.5,0,0,0.156,10.871
2025-02-28 06:04:52,500,986,0,1013.238,65.508,493,82.41,40628,0,0,0.166,11.337
2025-02-28 06:04:54,500,958,26,1021.684,67.788,479,82.19,39369,0,0,0.187,19.871
2025-02-28 06:04:56,500,997,0,1012.211,67.018,498.5,82.313,41033,0,0,0.186,13.622
2025-02-28 06:04:58,500,992,0,1013.054,67,496,82.36,40850.5,0,0,0.16,12.422
2025-02-28 06:05:00,500,980,0,1012.656,66.833,490,82.283,40318.5,0,0,0.184,14.173
2025-02-28 06:05:02,500,986,0,1011.566,67.653,493,82.377,40612,0,0,0.158,11.639
2025-02-28 06:05:04,500,990,0,1009.3,68.641,495,82.366,40771,0,0,0.159,12.427
2025-02-28 06:05:06,500,981,1,1009.043,65.48,490.5,82.531,40481.5,0,0,0.159,8.668
2025-02-28 06:05:08,500,987,0,1014.828,69.653,493.5,82.426,40677,0,0,0.17,12.767
2025-02-28 06:05:10,500,984,0,1012.947,62.854,492,82.387,40534.5,0,0,0.171,10.882
2025-02-28 06:05:12,500,956,1057,1012.537,66.377,478,82.509,39439.5,0,0,0.185,4.458
2025-02-28 06:05:14,500,818,165,1009.41,65.735,409,82.566,33769.5,0,0,0.176,15.756
2025-02-28 06:05:16,500,710,290,1007.027,66.853,355,82.53,29298,0,0,0.173,10.093
2025-02-28 06:05:18,500,286,711,1007.234,67.765,143,82.406,11784,0,0,0.147,25.794
2025-02-28 06:05:20,500,990,0,1008.019,69.334,495,82.496,40835.5,0,0,0.143,8.17
2025-02-28 06:05:22,500,468,518,1008.038,67.588,234,82.464,19296.5,0,0,0.141,7.782
2025-02-28 06:05:24,500,718,273,1014.538,64.418,359,82.503,29618.5,0,0,0.157,14.355
