Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741134308,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,7.41%,"2.557GiB / 15.48GiB",16.52%,"6.32MB / 9.1MB","0B / 0B",1430
1741134308,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.69%,"118.9MiB / 15.48GiB",0.75%,"12.7MB / 14.6MB","0B / 0B",38
1741134308,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,93.68%,"85.46MiB / 1GiB",8.35%,"8.05MB / 5.55MB","0B / 0B",29
1741134308,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.89%,"893.3MiB / 15.48GiB",5.64%,"4.36MB / 875kB","0B / 0B",248
1741134318,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134318,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,8.50%,"2.577GiB / 15.48GiB",16.65%,"6.73MB / 9.64MB","0B / 0B",1430
1741134318,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.74%,"119.1MiB / 15.48GiB",0.75%,"13.5MB / 15.5MB","0B / 0B",38
1741134318,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.57%,"82.68MiB / 1GiB",8.07%,"8.53MB / 5.91MB","0B / 0B",31
1741134318,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.63%,"894.1MiB / 15.48GiB",5.64%,"4.49MB / 906kB","0B / 0B",248
1741134330,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134330,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,9.98%,"2.587GiB / 15.48GiB",16.72%,"7.13MB / 10.2MB","0B / 0B",1430
1741134330,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.63%,"119.1MiB / 15.48GiB",0.75%,"14.3MB / 16.4MB","0B / 0B",38
1741134330,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.45%,"82.61MiB / 1GiB",8.07%,"9.01MB / 6.25MB","0B / 0B",28
1741134330,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.22%,"895.1MiB / 15.48GiB",5.65%,"4.65MB / 941kB","0B / 0B",246
1741134342,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134342,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,9.06%,"2.606GiB / 15.48GiB",16.84%,"7.53MB / 10.7MB","0B / 0B",1430
1741134342,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.60%,"119.2MiB / 15.48GiB",0.75%,"15.1MB / 17.3MB","0B / 0B",38
1741134342,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.23%,"83.52MiB / 1GiB",8.16%,"9.48MB / 6.59MB","0B / 0B",30
1741134342,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.93%,"896.5MiB / 15.48GiB",5.66%,"4.81MB / 980kB","0B / 0B",246
1741134352,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
