Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741074472,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"14.86MiB / 20MiB",74.32%,"21MB / 19.9MB","0B / 0B",18
1741074472,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,0.15%,"156.9MiB / 15.48GiB",0.99%,"98.9MB / 20.4MB","0B / 0B",46
1741074472,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.07%,"91.09MiB / 15.48GiB",0.57%,"60.1kB / 70.3kB","0B / 0B",37
1741074472,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.08%,"53.66MiB / 1GiB",5.24%,"39kB / 31.1kB","0B / 0B",23
1741074472,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.56%,"778.1MiB / 15.48GiB",4.91%,"3.87MB / 83.4MB","0B / 0B",230
1741074484,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"14.86MiB / 20MiB",74.32%,"21MB / 19.9MB","0B / 0B",18
1741074484,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,1434.78%,"1.772GiB / 15.48GiB",11.45%,"98.9MB / 20.5MB","0B / 0B",469
1741074484,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.09%,"91.09MiB / 15.48GiB",0.57%,"60.1kB / 70.3kB","0B / 0B",37
1741074484,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.11%,"53.66MiB / 1GiB",5.24%,"39kB / 31.1kB","0B / 0B",23
1741074484,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.52%,"782.3MiB / 15.48GiB",4.94%,"3.92MB / 83.4MB","0B / 0B",245
1741074494,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.18%,"14.87MiB / 20MiB",74.34%,"21.1MB / 20MB","0B / 0B",18
1741074494,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,6.59%,"2.114GiB / 15.48GiB",13.66%,"98.9MB / 20.6MB","0B / 0B",1441
1741074494,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.07%,"91.09MiB / 15.48GiB",0.57%,"61kB / 71.5kB","0B / 0B",37
1741074494,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.08%,"53.61MiB / 1GiB",5.24%,"39.5kB / 31.5kB","0B / 0B",21
1741074494,469747e068cc,reverse-proxy-controller-1,469747e068cc,2.41%,"783.6MiB / 15.48GiB",4.94%,"4.02MB / 83.5MB","0B / 0B",245
1741074506,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.35%,"14.88MiB / 20MiB",74.39%,"21.2MB / 20.1MB","0B / 0B",18
1741074506,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,9.73%,"2.101GiB / 15.48GiB",13.57%,"99MB / 20.8MB","0B / 0B",1430
1741074506,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.14%,"91.09MiB / 15.48GiB",0.57%,"64.1kB / 75.2kB","0B / 0B",37
1741074506,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.08%,"53.64MiB / 1GiB",5.24%,"41.4kB / 33.2kB","0B / 0B",22
1741074506,469747e068cc,reverse-proxy-controller-1,469747e068cc,2.18%,"784.9MiB / 15.48GiB",4.95%,"4.16MB / 83.5MB","0B / 0B",245
1741074518,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.68%,"14.89MiB / 20MiB",74.43%,"21.4MB / 20.3MB","0B / 0B",18
1741074518,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,13.51%,"2.116GiB / 15.48GiB",13.67%,"99.2MB / 21.1MB","0B / 0B",1430
1741074518,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.07%,"91.09MiB / 15.48GiB",0.57%,"66.1kB / 77.6kB","0B / 0B",37
1741074518,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.09%,"53.62MiB / 1GiB",5.24%,"42.7kB / 34.3kB","0B / 0B",21
1741074518,469747e068cc,reverse-proxy-controller-1,469747e068cc,6.58%,"786.8MiB / 15.48GiB",4.96%,"4.32MB / 83.6MB","0B / 0B",245
1741074528,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.78%,"14.89MiB / 20MiB",74.45%,"21.7MB / 20.6MB","0B / 0B",18
1741074528,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,12.20%,"2.124GiB / 15.48GiB",13.72%,"99.5MB / 21.5MB","0B / 0B",1433
1741074528,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.09%,"91.09MiB / 15.48GiB",0.57%,"67.3kB / 78.9kB","0B / 0B",37
1741074528,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.11%,"53.62MiB / 1GiB",5.24%,"43.4kB / 34.9kB","0B / 0B",21
1741074528,469747e068cc,reverse-proxy-controller-1,469747e068cc,30.91%,"763.6MiB / 15.48GiB",4.82%,"4.46MB / 83.6MB","0B / 0B",241
1741074540,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,1.03%,"15.04MiB / 20MiB",75.20%,"22.2MB / 21MB","0B / 0B",18
1741074540,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,16.99%,"2.13GiB / 15.48GiB",13.76%,"99.8MB / 22MB","0B / 0B",1432
1741074540,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.07%,"91.11MiB / 15.48GiB",0.57%,"70.3kB / 82.5kB","0B / 0B",37
1741074540,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.09%,"53.62MiB / 1GiB",5.24%,"45.3kB / 36.6kB","0B / 0B",21
1741074540,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.87%,"764.2MiB / 15.48GiB",4.82%,"4.63MB / 83.6MB","0B / 0B",241
1741074552,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,1.24%,"14.94MiB / 20MiB",74.69%,"22.7MB / 21.5MB","0B / 0B",18
1741074552,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,19.01%,"2.143GiB / 15.48GiB",13.84%,"100MB / 22.6MB","0B / 0B",1442
1741074552,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.09%,"91.12MiB / 15.48GiB",0.57%,"74.3kB / 87.4kB","0B / 0B",37
1741074552,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.09%,"53.64MiB / 1GiB",5.24%,"48kB / 38.7kB","0B / 0B",22
1741074552,469747e068cc,reverse-proxy-controller-1,469747e068cc,4.20%,"765.5MiB / 15.48GiB",4.83%,"4.8MB / 83.7MB","0B / 0B",242
1741074561,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,1.31%,"14.95MiB / 20MiB",74.75%,"23.4MB / 22.1MB","0B / 0B",18
1741074561,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,27.43%,"2.164GiB / 15.48GiB",13.98%,"101MB / 23.3MB","0B / 0B",1458
1741074561,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.07%,"91.12MiB / 15.48GiB",0.57%,"76.2kB / 89.7kB","0B / 0B",37
1741074561,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.08%,"53.62MiB / 1GiB",5.24%,"49.2kB / 39.7kB","0B / 0B",21
1741074561,469747e068cc,reverse-proxy-controller-1,469747e068cc,3.34%,"766.7MiB / 15.48GiB",4.84%,"4.94MB / 83.7MB","0B / 0B",242
